votes,name,value,link
220,8,Generating list of manually installed packages and querying individual packages,https://askubuntu.com/questions?tab=frequent&page=39
188,9,How can I shorten my command line (bash) prompt?,https://askubuntu.com/questions?tab=frequent&page=39
216,10,How do I add a DNS server via resolv.conf?,https://askubuntu.com/questions?tab=frequent&page=39
157,11,How can I find my hardware details?,https://askubuntu.com/questions?tab=frequent&page=39
183,12,Is there any Sound enhancers/equalizer?,https://askubuntu.com/questions?tab=frequent&page=39
146,13,How do I disable overlay scrollbars?,https://askubuntu.com/questions?tab=frequent&page=39
66,14,How do I setup an Icecast server for broadcasting audio in my network?,https://askubuntu.com/questions?tab=frequent&page=39
115,15,How do I set the default program?,https://askubuntu.com/questions?tab=frequent&page=39
29,16,Windows Ubuntu dual boot - Share files between OS,https://askubuntu.com/questions?tab=frequent&page=39
67,17,Where can I find the source code of Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=39
58,18,Where can I find a list of computers guaranteed to work with Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=39
43,4,How do I change / spoof my MAC address and easily switch between multiple ones?,https://askubuntu.com/questions?tab=frequent&page=40
73,5,My processor is 64-bit - does that mean I need the amd64 image?,https://askubuntu.com/questions?tab=frequent&page=40
27,6,Can I install Ubuntu inside Windows?,https://askubuntu.com/questions?tab=frequent&page=40
46,7,Why isn't an upgrade to 20.04 from 18.04 available yet?,https://askubuntu.com/questions?tab=frequent&page=40
355,8,Getting “System program problem detected” pops up regularly after upgrade,https://askubuntu.com/questions?tab=frequent&page=40
120,9,How to connect and disconnect to a network manually in terminal?,https://askubuntu.com/questions?tab=frequent&page=40
145,10,Not enough free disk space when upgrading,https://askubuntu.com/questions?tab=frequent&page=40
422,11,Mount error: “unknown filesystem type 'exfat'”,https://askubuntu.com/questions?tab=frequent&page=40
129,12,How do I create a script file for terminal commands?,https://askubuntu.com/questions?tab=frequent&page=40
82,13,Is it possible to have a different background for each workspace?,https://askubuntu.com/questions?tab=frequent&page=40
62,14,Changing Network Interfaces name Ubuntu 16.04,https://askubuntu.com/questions?tab=frequent&page=40
84,15,“Welcome to emergency mode!” Think it is a fsck problem,https://askubuntu.com/questions?tab=frequent&page=40
186,16,How to add programs to the Unity Launcher or Ubuntu Dock?,https://askubuntu.com/questions?tab=frequent&page=40
73,17,Ubuntu 18.04 - Dell XPS13 9370 no longer suspends on lid close,https://askubuntu.com/questions?tab=frequent&page=40
133,18,Ubuntu 17.10 and later: can't change the input switching shortcut to alt+shift,https://askubuntu.com/questions?tab=frequent&page=40
61,4,How do I avoid the “S to Skip” message on boot?,https://askubuntu.com/questions?tab=frequent&page=41
126,5,How to show hidden folders in File Manager (Nautilus) on Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=41
78,6,How do I access and enable more icons to be in the system tray?,https://askubuntu.com/questions?tab=frequent&page=41
90,7,How do I remove a website from Ubuntu's web applications?,https://askubuntu.com/questions?tab=frequent&page=41
42,8,How do you run a 32-bit program on a 64-bit version of Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=41
31,9,How to install Windows 7 after Ubuntu and dual boot? [duplicate],https://askubuntu.com/questions?tab=frequent&page=41
40,10,su command + authentication failure,https://askubuntu.com/questions?tab=frequent&page=41
33,11,Customize Ubuntu for a library Internet kiosk,https://askubuntu.com/questions?tab=frequent&page=41
33,12,No version of Ubuntu can be installed with any Skylake 6th generation Intel processor,https://askubuntu.com/questions?tab=frequent&page=41
13,13,How do I install BCM43142 wireless drivers for Dell Vostro 3460/3560?,https://askubuntu.com/questions?tab=frequent&page=41
45,14,apt-get remove with wildcard removed way more than expected. why?,https://askubuntu.com/questions?tab=frequent&page=41
21,15,How to start a GUI application from cron?,https://askubuntu.com/questions?tab=frequent&page=41
3,16,Can not boot anymore after a boot repair,https://askubuntu.com/questions?tab=frequent&page=41
19,17,Colored borders around windows after update [duplicate],https://askubuntu.com/questions?tab=frequent&page=41
474,18,Apache error “Could not reliably determine the server's fully qualified domain name”,https://askubuntu.com/questions?tab=frequent&page=41
352,4,How do I check the battery's status via the terminal?,https://askubuntu.com/questions?tab=frequent&page=42
237,5,How do I install .run files?,https://askubuntu.com/questions?tab=frequent&page=42
122,6,16.04 LTS wifi connection issues with Realtek RTL8723BE adapter,https://askubuntu.com/questions?tab=frequent&page=42
82,7,How can I install Ubuntu encrypted with LUKS with dual-boot?,https://askubuntu.com/questions?tab=frequent&page=42
299,8,Is FFmpeg missing from the official repositories in 14.04?,https://askubuntu.com/questions?tab=frequent&page=42
134,9,How to disable IPv6 in Ubuntu 14.04?,https://askubuntu.com/questions?tab=frequent&page=42
68,10,Recovering GRUB after installing Windows 7? [duplicate],https://askubuntu.com/questions?tab=frequent&page=42
173,11,Running a .desktop file in the terminal,https://askubuntu.com/questions?tab=frequent&page=42
100,12,How do I remove 'Places' entries from the Nautilus sidebar?,https://askubuntu.com/questions?tab=frequent&page=42
223,13,How can I find the version of Ubuntu that is installed?,https://askubuntu.com/questions?tab=frequent&page=42
55,14,Enabling Nvidia driver messes up splash screen,https://askubuntu.com/questions?tab=frequent&page=42
31,15,How to set up nVidia Optimus/Bumblebee in 14.04,https://askubuntu.com/questions?tab=frequent&page=42
141,16,How to remove a repository? [duplicate],https://askubuntu.com/questions?tab=frequent&page=42
150,17,How can I execute a .jar file from the terminal,https://askubuntu.com/questions?tab=frequent&page=42
170,18,How to format a USB or external drive?,https://askubuntu.com/questions?tab=frequent&page=42
56,4,How to edit files in a terminal with nano?,https://askubuntu.com/questions?tab=frequent&page=43
65,5,Shutdown does not power off computer,https://askubuntu.com/questions?tab=frequent&page=43
132,6,How to fix apt: Signature by key uses weak digest algorithm (SHA1)?,https://askubuntu.com/questions?tab=frequent&page=43
36,7,How to start Ubuntu in Console mode,https://askubuntu.com/questions?tab=frequent&page=43
57,8,How can I enable Ctrl+Alt+Backspace?,https://askubuntu.com/questions?tab=frequent&page=43
47,9,Ubuntu 16.04 slow boot (apt-daily.service),https://askubuntu.com/questions?tab=frequent&page=43
35,10,Install packages from newer release without building (apt pinning),https://askubuntu.com/questions?tab=frequent&page=43
25,11,How can I move my /home directory to another partition if it's already part of the / partition?,https://askubuntu.com/questions?tab=frequent&page=43
41,12,Where can I send feature requests?,https://askubuntu.com/questions?tab=frequent&page=43
33,13,Problem with sudo apt get update: The repository cdrom… does not have a Release file,https://askubuntu.com/questions?tab=frequent&page=43
32,14,How can I install Minecraft?,https://askubuntu.com/questions?tab=frequent&page=43
13,15,Why does my laptop with AMD Radeon HD 76xx graphics get overheated when using Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=43
13,16,How to set a domain to ip address?,https://askubuntu.com/questions?tab=frequent&page=43
3,17,Dual Boot with SSD and HDD Storage [closed],https://askubuntu.com/questions?tab=frequent&page=43
401,18,How can I suspend/hibernate from command line?,https://askubuntu.com/questions?tab=frequent&page=43
408,4,How do I install Python 3.6 using apt-get?,https://askubuntu.com/questions?tab=frequent&page=44
378,5,How do I use variables in a sed command?,https://askubuntu.com/questions?tab=frequent&page=44
176,6,apt-get stuck at 0 [Connecting to us.archive.ubuntu.com],https://askubuntu.com/questions?tab=frequent&page=44
246,7,Flash video appears blue,https://askubuntu.com/questions?tab=frequent&page=44
222,8,"Installed Teamviewer using a 64-bit system, but I get a dependency error",https://askubuntu.com/questions?tab=frequent&page=44
176,9,What is the simplest Debian Packaging Guide?,https://askubuntu.com/questions?tab=frequent&page=44
271,10,How can I remove Amazon search results from the dash or disable the feature?,https://askubuntu.com/questions?tab=frequent&page=44
205,11,Force alt + tab to switch only on current workspace in GNOME shell,https://askubuntu.com/questions?tab=frequent&page=44
94,12,Ubuntu 15.10 and 16.04 keep freezing randomly,https://askubuntu.com/questions?tab=frequent&page=44
143,13,How do I enable automatic updates?,https://askubuntu.com/questions?tab=frequent&page=44
71,14,Why shouldn't /var/www have chmod 777,https://askubuntu.com/questions?tab=frequent&page=44
110,15,How to enable numlock at boot time for login screen?,https://askubuntu.com/questions?tab=frequent&page=44
70,16,How do I fix DNS resolving which doesn't work after upgrading to Ubuntu 13.10 (Saucy),https://askubuntu.com/questions?tab=frequent&page=44
49,17,Problems after upgrading to 14.04 (only background and pointer after login) [duplicate],https://askubuntu.com/questions?tab=frequent&page=44
95,18,How can I show or hide boot messages when Ubuntu starts?,https://askubuntu.com/questions?tab=frequent&page=44
81,4,"What is a tty, and how do I access a tty?",https://askubuntu.com/questions?tab=frequent&page=45
55,5,Why doesn't “cd” work in a shell script?,https://askubuntu.com/questions?tab=frequent&page=45
51,6,Failed to get canonical path of /cow,https://askubuntu.com/questions?tab=frequent&page=45
33,7,How do I install Ubuntu Server (step-by-step)?,https://askubuntu.com/questions?tab=frequent&page=45
24,8,How to install Ubuntu 14.04/16.04 64-bit with a dual-boot RAID 1 partition on an UEFI/GPT system?,https://askubuntu.com/questions?tab=frequent&page=45
66,9,How do I create an Ubuntu live USB using a Mac?,https://askubuntu.com/questions?tab=frequent&page=45
93,10,Is a clean install better than upgrading? [closed],https://askubuntu.com/questions?tab=frequent&page=45
39,11,Why is there no option to login as root?,https://askubuntu.com/questions?tab=frequent&page=45
32,12,How do I install MATE (the desktop environment)?,https://askubuntu.com/questions?tab=frequent&page=45
35,13,[Firmware Bug]: TSC_DEADLINE disabled due to Errata - what should I do about this?,https://askubuntu.com/questions?tab=frequent&page=45
47,14,Can I disable full-disk encryption?,https://askubuntu.com/questions?tab=frequent&page=45
22,15,“Unable to connect to Upstart” error when installing git-all,https://askubuntu.com/questions?tab=frequent&page=45
42,16,What does NetworkManager-wait-online.service do?,https://askubuntu.com/questions?tab=frequent&page=45
7,17,Bootable device not found after clean install of Ubuntu 14.04 UEFI on Acer,https://askubuntu.com/questions?tab=frequent&page=45
13,18,Wireless Network in Virtualbox,https://askubuntu.com/questions?tab=frequent&page=45
13,4,Wireless Network in Virtualbox,https://askubuntu.com/questions?tab=frequent&page=46
21,5,My Ubuntu is running fsck on every bootup,https://askubuntu.com/questions?tab=frequent&page=46
10,6,How to install wifi driver Ralink RT3290,https://askubuntu.com/questions?tab=frequent&page=46
15,7,Why is Wine not installable on my system?,https://askubuntu.com/questions?tab=frequent&page=46
10,8,How do I give Ubuntu more space (when installed inside Windows 7 (via wubi))?,https://askubuntu.com/questions?tab=frequent&page=46
15,9,What are the minimum system requirements for 12.04 LTS? [duplicate],https://askubuntu.com/questions?tab=frequent&page=46
43,10,How to safely upgrade from an older Ubuntu version to a newer one? [duplicate],https://askubuntu.com/questions?tab=frequent&page=46
3,11,Ubuntu 19.04 problems install upgrades,https://askubuntu.com/questions?tab=frequent&page=46
766,12,How to install updates via command line?,https://askubuntu.com/questions?tab=frequent&page=46
186,13,What lenses for Unity are available?,https://askubuntu.com/questions?tab=frequent&page=46
233,14,How to disable the touchpad?,https://askubuntu.com/questions?tab=frequent&page=46
192,15,How do I scan for viruses with ClamAV?,https://askubuntu.com/questions?tab=frequent&page=46
204,16,What is “umask” and how does it work?,https://askubuntu.com/questions?tab=frequent&page=46
128,17,How do I connect to a WPA wifi network using the command line?,https://askubuntu.com/questions?tab=frequent&page=46
121,18,Why is my network interface named enp0s25 instead of eth0?,https://askubuntu.com/questions?tab=frequent&page=46
90,4,How to encrypt individual folders?,https://askubuntu.com/questions?tab=frequent&page=47
74,5,create a .deb Package from scripts or binaries,https://askubuntu.com/questions?tab=frequent&page=47
73,6,What is the default root password?,https://askubuntu.com/questions?tab=frequent&page=47
55,7,Desktop doesn't remember brightness settings after a reboot,https://askubuntu.com/questions?tab=frequent&page=47
35,8,Why does my computer get less battery life with Ubuntu compared to Windows?,https://askubuntu.com/questions?tab=frequent&page=47
108,9,Why is defragmentation unnecessary?,https://askubuntu.com/questions?tab=frequent&page=47
38,10,What to do when I get an “attempt to read or write outside of disk 'hd0'” error and Boot Repair does not solve the problem?,https://askubuntu.com/questions?tab=frequent&page=47
84,11,Can auto-hide for the application menu be turned off in Unity?,https://askubuntu.com/questions?tab=frequent&page=47
62,12,How can I change or install screensavers?,https://askubuntu.com/questions?tab=frequent&page=47
78,13,How can I type accented characters like ë?,https://askubuntu.com/questions?tab=frequent&page=47
42,14,Gnome terminal will not start,https://askubuntu.com/questions?tab=frequent&page=47
21,15,Unable to get wifi adapter working - clean 19.04 install - network unclaimed,https://askubuntu.com/questions?tab=frequent&page=47
27,16,Long boot delay on Ubuntu loading/splash screen following regular dist-upgrade on clean SSD install (18.04),https://askubuntu.com/questions?tab=frequent&page=47
19,17,How to make a live Ubuntu 18.04 USB with a persistent storage of more than 4GB,https://askubuntu.com/questions?tab=frequent&page=47
12,18,How can I determine the sudo password?,https://askubuntu.com/questions?tab=frequent&page=47
12,4,How do I make a persistent live USB of Ubuntu 16.04?,https://askubuntu.com/questions?tab=frequent&page=48
9,5,FSCK reports that filesystem still has errors [duplicate],https://askubuntu.com/questions?tab=frequent&page=48
20,6,Why are some of my screen-recording/capturing/sharing applications (or app features) not working in Ubuntu 17.10 (and later releases)?,https://askubuntu.com/questions?tab=frequent&page=48
3,7,How do I fix “malformed line” errors in sources.list? [duplicate],https://askubuntu.com/questions?tab=frequent&page=48
158,8,Complete Installation Guide for Android SDK / ADT Bundle on Ubuntu,https://askubuntu.com/questions?tab=frequent&page=48
186,9,How do I install the latest Python 2.7.X or 3.X on Ubuntu?,https://askubuntu.com/questions?tab=frequent&page=48
211,10,How can I find what video driver is in use on my system?,https://askubuntu.com/questions?tab=frequent&page=48
107,11,Share wireless Internet connection through ethernet,https://askubuntu.com/questions?tab=frequent&page=48
113,12,What do the various dpkg flags like 'ii' 'rc' mean?,https://askubuntu.com/questions?tab=frequent&page=48
97,13,Fix corrupt NTFS partition without Windows,https://askubuntu.com/questions?tab=frequent&page=48
157,14,Uninstall a program installed with Wine,https://askubuntu.com/questions?tab=frequent&page=48
100,15,Ubuntu 16.04 hangs on shutdown/restart,https://askubuntu.com/questions?tab=frequent&page=48
93,16,How do I hide a particular user from the login screen?,https://askubuntu.com/questions?tab=frequent&page=48
141,17,Error :: You must put some 'source' URIs in your sources.list,https://askubuntu.com/questions?tab=frequent&page=48
89,18,/usr/bin/sudo must be owned by uid 0 and have the setuid bit set [duplicate],https://askubuntu.com/questions?tab=frequent&page=48
108,4,How do I set environment variables?,https://askubuntu.com/questions?tab=frequent&page=49
31,5,Ubuntu 14.04 not booting after error message. /tmp could not be mounted,https://askubuntu.com/questions?tab=frequent&page=49
65,6,How to set custom keyboard shortcuts from terminal?,https://askubuntu.com/questions?tab=frequent&page=49
57,7,How do I start Nautilus as root?,https://askubuntu.com/questions?tab=frequent&page=49
20,8,How do I install OpenStack?,https://askubuntu.com/questions?tab=frequent&page=49
67,9,How to install Dropbox?,https://askubuntu.com/questions?tab=frequent&page=49
38,10,How do you repair an “input/output error” in an NTFS partition?,https://askubuntu.com/questions?tab=frequent&page=49
30,11,Hibernate and resume from a swap file,https://askubuntu.com/questions?tab=frequent&page=49
27,12,Grub does not show a Windows 8 option after dual boot,https://askubuntu.com/questions?tab=frequent&page=49
71,13,"Could not calculate the upgrade, what happened?",https://askubuntu.com/questions?tab=frequent&page=49
25,14,NMI watchdog: BUG: soft lockup - CPU#2 stuck for 23s! [plymouthd:305],https://askubuntu.com/questions?tab=frequent&page=49
5,15,How to get Intel Dual Band Wireless-AC 3168 work on Ubuntu 16.04?,https://askubuntu.com/questions?tab=frequent&page=49
19,16,Why do I have two docks in Ubuntu desktop (with GNOME 3) after installing Dash to Dock?,https://askubuntu.com/questions?tab=frequent&page=49
20,17,How can I change the size of Unity 2D launcher icons?,https://askubuntu.com/questions?tab=frequent&page=49
15,18,Sound comes out of my speakers even when headphones are plugged in [closed],https://askubuntu.com/questions?tab=frequent&page=49
15,4,WoeUSB Error Code 256 with NTFS formatted USB,https://askubuntu.com/questions?tab=frequent&page=50
8,5,Ubuntu 14.04 Wireless not working: no network interface. Atheros [168c:003e] device,https://askubuntu.com/questions?tab=frequent&page=50
4,6,Ubuntu 18.04: Audio doesn't work unless I switch between outputs,https://askubuntu.com/questions?tab=frequent&page=50
6,7,Changing Windows dynamic disk partition to basic partition and not the full drive,https://askubuntu.com/questions?tab=frequent&page=50
21,8,Can I uninstall and reinstall Ubuntu Software Center?,https://askubuntu.com/questions?tab=frequent&page=50
343,9,How do I change the computer name?,https://askubuntu.com/questions?tab=frequent&page=50
230,10,"When installing user applications, where do “best practices” suggest they be located?",https://askubuntu.com/questions?tab=frequent&page=50
146,11,Is it possible to have different DPI configurations for two different screens?,https://askubuntu.com/questions?tab=frequent&page=50
264,12,How to restart the networking service?,https://askubuntu.com/questions?tab=frequent&page=50
159,13,What system monitoring tools are available?,https://askubuntu.com/questions?tab=frequent&page=50
291,14,How can I check the available version of a package in the repositories?,https://askubuntu.com/questions?tab=frequent&page=50
131,15,How to harden an SSH server?,https://askubuntu.com/questions?tab=frequent&page=50
124,16,How to add a shell script to launcher as shortcut [duplicate],https://askubuntu.com/questions?tab=frequent&page=50
159,17,Enable fractional scaling for Ubuntu 18.04,https://askubuntu.com/questions?tab=frequent&page=50
106,18,Mount encrypted volumes from command line?,https://askubuntu.com/questions?tab=frequent&page=50
